artists,track_name,id,uri,track_href,analysis_url,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Lý Hải,Thiên Thần Tình Yêu,0hpiYtZwioJt3pGQ7jLpMf,spotify:track:0hpiYtZwioJt3pGQ7jLpMf,https://api.spotify.com/v1/tracks/0hpiYtZwioJt3pGQ7jLpMf,https://api.spotify.com/v1/audio-analysis/0hpiYtZwioJt3pGQ7jLpMf,12,0.593,0.7070000000000001,2,-3.3739999999999997,0,0.0282,0.723,1.88e-06,0.107,0.507,118.08200000000001,251794,4
Đan Trường,Con Sóng Yêu Thương,6dKi1ppnUHkEdtN90MnsFu,spotify:track:6dKi1ppnUHkEdtN90MnsFu,https://api.spotify.com/v1/tracks/6dKi1ppnUHkEdtN90MnsFu,https://api.spotify.com/v1/audio-analysis/6dKi1ppnUHkEdtN90MnsFu,12,0.7490000000000001,0.633,0,-4.8919999999999995,0,0.0345,0.436,0.0,0.141,0.326,120.021,289907,4
Đàm Vĩnh Hưng,Tình Mãi Bên Nhau,7rJcJv2DgydfagyN4cvIri,spotify:track:7rJcJv2DgydfagyN4cvIri,https://api.spotify.com/v1/tracks/7rJcJv2DgydfagyN4cvIri,https://api.spotify.com/v1/audio-analysis/7rJcJv2DgydfagyN4cvIri,12,0.546,0.6709999999999999,4,-8.964,0,0.0626,0.65,0.0,0.281,0.257,126.272,265012,4
Hong Nhung,Hoa Mi Hot Trong Mua,2eDSS1WOaOp5MejKuwx8YW,spotify:track:2eDSS1WOaOp5MejKuwx8YW,https://api.spotify.com/v1/tracks/2eDSS1WOaOp5MejKuwx8YW,https://api.spotify.com/v1/audio-analysis/2eDSS1WOaOp5MejKuwx8YW,12,0.317,0.33799999999999997,10,-10.48,1,0.0324,0.648,0.040999999999999995,0.0716,0.469,179.93599999999998,374600,4
Quang Vinh,Trả Lại Cho Nhau,49Ar3Niahu8dVvzV1lqYa5,spotify:track:49Ar3Niahu8dVvzV1lqYa5,https://api.spotify.com/v1/tracks/49Ar3Niahu8dVvzV1lqYa5,https://api.spotify.com/v1/audio-analysis/49Ar3Niahu8dVvzV1lqYa5,12,0.664,0.45899999999999996,5,-5.077,0,0.0277,0.7929999999999999,0.0,0.10400000000000001,0.6579999999999999,112.12100000000001,225067,4
Minh Thuận,Dù Có Là Người Tình,0IOvYih68Z8Emdr8NjovZ9,spotify:track:0IOvYih68Z8Emdr8NjovZ9,https://api.spotify.com/v1/tracks/0IOvYih68Z8Emdr8NjovZ9,https://api.spotify.com/v1/audio-analysis/0IOvYih68Z8Emdr8NjovZ9,11,0.6759999999999999,0.392,1,-9.589,0,0.0343,0.787,0.000906,0.0815,0.247,136.112,244480,4
Lý Hải,Kiếp Phong Ba,20D9vrFlfpo8vqZe6gfw1G,spotify:track:20D9vrFlfpo8vqZe6gfw1G,https://api.spotify.com/v1/tracks/20D9vrFlfpo8vqZe6gfw1G,https://api.spotify.com/v1/audio-analysis/20D9vrFlfpo8vqZe6gfw1G,11,0.607,0.455,2,-9.654,0,0.027999999999999997,0.385,0.0007030000000000001,0.132,0.23,128.10399999999998,247719,4
JayKii,Chiều Hôm Ấy,2k45ybOIOrlzSWzwqSs1wa,spotify:track:2k45ybOIOrlzSWzwqSs1wa,https://api.spotify.com/v1/tracks/2k45ybOIOrlzSWzwqSs1wa,https://api.spotify.com/v1/audio-analysis/2k45ybOIOrlzSWzwqSs1wa,11,0.527,0.397,11,-4.754,1,0.0279,0.82,0.0,0.105,0.305,153.878,308703,4
Lâm Nhật Tiến,Cơn mưa hạ,0tKgTxhJUyusVx2EZQ4hhz,spotify:track:0tKgTxhJUyusVx2EZQ4hhz,https://api.spotify.com/v1/tracks/0tKgTxhJUyusVx2EZQ4hhz,https://api.spotify.com/v1/audio-analysis/0tKgTxhJUyusVx2EZQ4hhz,11,0.581,0.565,7,-9.998,1,0.0482,0.318,0.00011499999999999999,0.107,0.188,159.871,193350,4
Phan Dinh Tung,Ngoi Ben Em - Remix,710Gj9CxuIxUfkldZyWJ7Q,spotify:track:710Gj9CxuIxUfkldZyWJ7Q,https://api.spotify.com/v1/tracks/710Gj9CxuIxUfkldZyWJ7Q,https://api.spotify.com/v1/audio-analysis/710Gj9CxuIxUfkldZyWJ7Q,11,0.599,0.6629999999999999,6,-12.984000000000002,1,0.141,0.0567,0.0,0.204,0.6559999999999999,139.924,226731,4
Lam Truong,Tình là nửa đời - Live,0mMF6KC9Ord6jHB1k7AFlC,spotify:track:0mMF6KC9Ord6jHB1k7AFlC,https://api.spotify.com/v1/tracks/0mMF6KC9Ord6jHB1k7AFlC,https://api.spotify.com/v1/audio-analysis/0mMF6KC9Ord6jHB1k7AFlC,11,0.638,0.495,5,-8.412,1,0.0277,0.36700000000000005,0.141,0.0866,0.308,95.84200000000001,280000,4
Lam Truong,Tôi ngàn năm đợi - Live,4PcMXvoJ9ZIBHE8337yDXF,spotify:track:4PcMXvoJ9ZIBHE8337yDXF,https://api.spotify.com/v1/tracks/4PcMXvoJ9ZIBHE8337yDXF,https://api.spotify.com/v1/audio-analysis/4PcMXvoJ9ZIBHE8337yDXF,11,0.531,0.436,4,-10.370999999999999,0,0.0274,0.0554,0.163,0.48100000000000004,0.456,103.985,348462,4
Cao Thai Son,Ánh Trăng Buồn,7KrXfqXXoDcPFlMSqxSuPe,spotify:track:7KrXfqXXoDcPFlMSqxSuPe,https://api.spotify.com/v1/tracks/7KrXfqXXoDcPFlMSqxSuPe,https://api.spotify.com/v1/audio-analysis/7KrXfqXXoDcPFlMSqxSuPe,11,0.638,0.586,3,-3.898,0,0.0301,0.62,0.0,0.152,0.276,122.225,273973,4
Minh Thuận,Uyên Ương Hồ Điệp Mộng,6c5iKhR5RTl8bSaMfH0pd6,spotify:track:6c5iKhR5RTl8bSaMfH0pd6,https://api.spotify.com/v1/tracks/6c5iKhR5RTl8bSaMfH0pd6,https://api.spotify.com/v1/audio-analysis/6c5iKhR5RTl8bSaMfH0pd6,11,0.6709999999999999,0.493,7,-8.05,1,0.027000000000000003,0.563,1.4499999999999998e-05,0.376,0.401,97.051,240953,4
Lý Hải,Khi Người Đàn Ông Khóc,6ITMVLIENFARFhsbR1PwOy,spotify:track:6ITMVLIENFARFhsbR1PwOy,https://api.spotify.com/v1/tracks/6ITMVLIENFARFhsbR1PwOy,https://api.spotify.com/v1/audio-analysis/6ITMVLIENFARFhsbR1PwOy,11,0.625,0.309,6,-16.144000000000002,0,0.0369,0.875,0.0906,0.113,0.244,123.735,294870,4
Bằng Cường,Còn lại giấc mơ anh,1E7yWN8eRG6ARWQ6EiJYYK,spotify:track:1E7yWN8eRG6ARWQ6EiJYYK,https://api.spotify.com/v1/tracks/1E7yWN8eRG6ARWQ6EiJYYK,https://api.spotify.com/v1/audio-analysis/1E7yWN8eRG6ARWQ6EiJYYK,11,0.6559999999999999,0.623,6,-5.39,1,0.0262,0.491,1.81e-06,0.17,0.513,129.976,259413,4
Phan Dinh Tung,Neu Em Khong Phai Mot Giac Mo,6jrPCWwRDwp6filhSBvgOq,spotify:track:6jrPCWwRDwp6filhSBvgOq,https://api.spotify.com/v1/tracks/6jrPCWwRDwp6filhSBvgOq,https://api.spotify.com/v1/audio-analysis/6jrPCWwRDwp6filhSBvgOq,11,0.5329999999999999,0.32799999999999996,3,-12.481,0,0.0342,0.385,3.46e-05,0.336,0.184,127.93799999999999,286494,4
Nguyen Dinh Vu,Khát Vọng Thượng Lưu,7I4lCCETR2M5DrIEiv9JPV,spotify:track:7I4lCCETR2M5DrIEiv9JPV,https://api.spotify.com/v1/tracks/7I4lCCETR2M5DrIEiv9JPV,https://api.spotify.com/v1/audio-analysis/7I4lCCETR2M5DrIEiv9JPV,11,0.725,0.635,2,-7.149,1,0.0311,0.408,0.0,0.27399999999999997,0.539,125.936,208144,4
Lam Truong and Cẩm Ly,Người cùng cảnh ngộ,4XSVeJAyTMo97sXSy5hqyt,spotify:track:4XSVeJAyTMo97sXSy5hqyt,https://api.spotify.com/v1/tracks/4XSVeJAyTMo97sXSy5hqyt,https://api.spotify.com/v1/audio-analysis/4XSVeJAyTMo97sXSy5hqyt,11,0.685,0.863,0,-6.007999999999999,1,0.0325,0.184,0.00037200000000000004,0.19,0.958,150.046,265813,4
Bằng Cường,Hình bóng em,1qzo1jo7wHbicbbQ1OPNPB,spotify:track:1qzo1jo7wHbicbbQ1OPNPB,https://api.spotify.com/v1/tracks/1qzo1jo7wHbicbbQ1OPNPB,https://api.spotify.com/v1/audio-analysis/1qzo1jo7wHbicbbQ1OPNPB,11,0.478,0.48100000000000004,6,-6.3389999999999995,0,0.0256,0.449,3.5e-05,0.0817,0.29,77.971,332693,4
Đàm Vĩnh Hưng,Ký Túc Xá Chiều Vắng Em,6Lpu0uHkmg8x3eciVyJZ8K,spotify:track:6Lpu0uHkmg8x3eciVyJZ8K,https://api.spotify.com/v1/tracks/6Lpu0uHkmg8x3eciVyJZ8K,https://api.spotify.com/v1/audio-analysis/6Lpu0uHkmg8x3eciVyJZ8K,11,0.569,0.431,9,-8.754,0,0.0254,0.40399999999999997,0.000718,0.126,0.11599999999999999,140.082,392516,4
Hồ Quang Hiếu,Chỉ Cần Em Hạnh Phúc,5tMC3Qib1WuaGFsAO4ZhVL,spotify:track:5tMC3Qib1WuaGFsAO4ZhVL,https://api.spotify.com/v1/tracks/5tMC3Qib1WuaGFsAO4ZhVL,https://api.spotify.com/v1/audio-analysis/5tMC3Qib1WuaGFsAO4ZhVL,11,0.523,0.494,10,-6.369,0,0.0333,0.802,0.0,0.0962,0.38299999999999995,125.59100000000001,251820,4
Duy Manh,Phải Chăng Tôi Yêu Hai Người,01KIMDA5v7Rzsm875omEV3,spotify:track:01KIMDA5v7Rzsm875omEV3,https://api.spotify.com/v1/tracks/01KIMDA5v7Rzsm875omEV3,https://api.spotify.com/v1/audio-analysis/01KIMDA5v7Rzsm875omEV3,11,0.7020000000000001,0.354,11,-11.084000000000001,0,0.0389,0.83,1.89e-06,0.115,0.386,114.789,267973,4
Đàm Vĩnh Hưng,Cô Đơn Tiếng Sóng,2j5yIixydeSJvbLIkDPSq2,spotify:track:2j5yIixydeSJvbLIkDPSq2,https://api.spotify.com/v1/tracks/2j5yIixydeSJvbLIkDPSq2,https://api.spotify.com/v1/audio-analysis/2j5yIixydeSJvbLIkDPSq2,11,0.589,0.462,9,-10.790999999999999,0,0.0476,0.76,0.000337,0.0557,0.247,140.023,360464,4
Lam Truong,Tiếng sáo phiêu bồng,3JL2JxBK4x7lJnUDe9ZYSr,spotify:track:3JL2JxBK4x7lJnUDe9ZYSr,https://api.spotify.com/v1/tracks/3JL2JxBK4x7lJnUDe9ZYSr,https://api.spotify.com/v1/audio-analysis/3JL2JxBK4x7lJnUDe9ZYSr,10,0.649,0.7070000000000001,6,-8.577,0,0.0378,0.198,0.000833,0.662,0.561,129.115,350693,4
Trịnh Nam Sơn,Nếu biết xa em,4eFS0XtppcCPMjj6lxKbSt,spotify:track:4eFS0XtppcCPMjj6lxKbSt,https://api.spotify.com/v1/tracks/4eFS0XtppcCPMjj6lxKbSt,https://api.spotify.com/v1/audio-analysis/4eFS0XtppcCPMjj6lxKbSt,10,0.556,0.425,4,-12.887,0,0.0323,0.45,5.81e-06,0.102,0.43700000000000006,78.054,231573,4
Nguyễn Thắng,Tình Đã Nhạt Mờ,3luq1T3MSg6ZEkgSXUeF1j,spotify:track:3luq1T3MSg6ZEkgSXUeF1j,https://api.spotify.com/v1/tracks/3luq1T3MSg6ZEkgSXUeF1j,https://api.spotify.com/v1/audio-analysis/3luq1T3MSg6ZEkgSXUeF1j,10,0.562,0.667,6,-5.8420000000000005,0,0.0318,0.0614,0.0,0.113,0.177,130.9,265747,4
Nguyễn Thắng,Vì Sao Không Nói,6qEUAR1xnqzYVNdZ9INtK6,spotify:track:6qEUAR1xnqzYVNdZ9INtK6,https://api.spotify.com/v1/tracks/6qEUAR1xnqzYVNdZ9INtK6,https://api.spotify.com/v1/audio-analysis/6qEUAR1xnqzYVNdZ9INtK6,10,0.591,0.644,10,-7.24,0,0.0542,0.473,0.0,0.141,0.465,170.144,204067,4
Lâm Nhật Tiến,Tình ngang trái,7ukpe2t7qLm8xblyKg57jF,spotify:track:7ukpe2t7qLm8xblyKg57jF,https://api.spotify.com/v1/tracks/7ukpe2t7qLm8xblyKg57jF,https://api.spotify.com/v1/audio-analysis/7ukpe2t7qLm8xblyKg57jF,10,0.552,0.581,0,-5.885,0,0.0276,0.563,5.96e-05,0.0988,0.381,170.06099999999998,208173,4
Cẩm Ly,Lãng Quên,6LpIvJE9d7Zd5QPVehraJt,spotify:track:6LpIvJE9d7Zd5QPVehraJt,https://api.spotify.com/v1/tracks/6LpIvJE9d7Zd5QPVehraJt,https://api.spotify.com/v1/audio-analysis/6LpIvJE9d7Zd5QPVehraJt,10,0.5539999999999999,0.444,5,-9.165,0,0.0259,0.46799999999999997,0.0,0.13699999999999998,0.307,136.202,325642,4
Jimmi Nguyen,Tình xa cuối chân trời,4Nw36pf64zOxqlsJclicim,spotify:track:4Nw36pf64zOxqlsJclicim,https://api.spotify.com/v1/tracks/4Nw36pf64zOxqlsJclicim,https://api.spotify.com/v1/audio-analysis/4Nw36pf64zOxqlsJclicim,10,0.628,0.40700000000000003,2,-11.329,0,0.0271,0.11,7.33e-06,0.20600000000000002,0.281,136.00799999999998,237000,4
Cẩm Ly,Dấu Vết Tình Sầu,2QMXCT6bNEt48aCPkyhjN3,spotify:track:2QMXCT6bNEt48aCPkyhjN3,https://api.spotify.com/v1/tracks/2QMXCT6bNEt48aCPkyhjN3,https://api.spotify.com/v1/audio-analysis/2QMXCT6bNEt48aCPkyhjN3,10,0.56,0.6559999999999999,5,-8.543,1,0.0414,0.6629999999999999,0.000109,0.134,0.41700000000000004,135.955,248895,4
Jimmi Nguyen,Khói Thuốc Đợi Chờ,1AxOlM3DO6Wq7wiHxYR3Ez,spotify:track:1AxOlM3DO6Wq7wiHxYR3Ez,https://api.spotify.com/v1/tracks/1AxOlM3DO6Wq7wiHxYR3Ez,https://api.spotify.com/v1/audio-analysis/1AxOlM3DO6Wq7wiHxYR3Ez,10,0.6509999999999999,0.392,11,-8.607999999999999,1,0.0323,0.182,3.61e-06,0.306,0.385,136.27,237009,4
Việt Quang,Tình ơi,5LkTDg2zb6HwCePzWhyX3a,spotify:track:5LkTDg2zb6HwCePzWhyX3a,https://api.spotify.com/v1/tracks/5LkTDg2zb6HwCePzWhyX3a,https://api.spotify.com/v1/audio-analysis/5LkTDg2zb6HwCePzWhyX3a,10,0.802,0.755,0,-7.192,1,0.0277,0.685,3.26e-06,0.0604,0.716,120.04899999999999,228767,4
Đàm Vĩnh Hưng,Con Đường Đến Trường,5tSJR7JbTiUwGeeTfczAQL,spotify:track:5tSJR7JbTiUwGeeTfczAQL,https://api.spotify.com/v1/tracks/5tSJR7JbTiUwGeeTfczAQL,https://api.spotify.com/v1/audio-analysis/5tSJR7JbTiUwGeeTfczAQL,10,0.649,0.8270000000000001,3,-6.943,0,0.0601,0.155,2.87e-06,0.268,0.8270000000000001,141.673,275931,4
HKT,Lòng Đau Tình Phai,0YKw4I2kCaWr3R4xopItkV,spotify:track:0YKw4I2kCaWr3R4xopItkV,https://api.spotify.com/v1/tracks/0YKw4I2kCaWr3R4xopItkV,https://api.spotify.com/v1/audio-analysis/0YKw4I2kCaWr3R4xopItkV,10,0.619,0.642,10,-5.957000000000001,1,0.0306,0.78,0.0,0.0908,0.46,115.07799999999999,297665,4
Lý Hải,Cung Đàn Có Em,7GNb2QEWjcONltyK36xp27,spotify:track:7GNb2QEWjcONltyK36xp27,https://api.spotify.com/v1/tracks/7GNb2QEWjcONltyK36xp27,https://api.spotify.com/v1/audio-analysis/7GNb2QEWjcONltyK36xp27,10,0.636,0.539,9,-5.447,1,0.0237,0.7040000000000001,1.04e-06,0.10300000000000001,0.5720000000000001,104.995,234815,4
Trần Tâm,Hãy Thắp Ánh Sáng,3m9ZmrHMNMooN7sXZ753Ci,spotify:track:3m9ZmrHMNMooN7sXZ753Ci,https://api.spotify.com/v1/tracks/3m9ZmrHMNMooN7sXZ753Ci,https://api.spotify.com/v1/audio-analysis/3m9ZmrHMNMooN7sXZ753Ci,10,0.5720000000000001,0.542,11,-9.139,1,0.0277,0.21100000000000002,6.99e-06,0.0781,0.344,115.031,270132,4
Duy Manh and Hiền Thục,Ngày Mai Anh Đi,6HiYjfv2grCwKwiI2e2tcn,spotify:track:6HiYjfv2grCwKwiI2e2tcn,https://api.spotify.com/v1/tracks/6HiYjfv2grCwKwiI2e2tcn,https://api.spotify.com/v1/audio-analysis/6HiYjfv2grCwKwiI2e2tcn,10,0.46299999999999997,0.479,0,-7.391,0,0.0291,0.39899999999999997,0.0,0.327,0.182,95.04899999999999,273241,3
Lâm Hùng,Người Là Niềm Đau,4UB9fQ1roLziyLeFn3gxZ1,spotify:track:4UB9fQ1roLziyLeFn3gxZ1,https://api.spotify.com/v1/tracks/4UB9fQ1roLziyLeFn3gxZ1,https://api.spotify.com/v1/audio-analysis/4UB9fQ1roLziyLeFn3gxZ1,10,0.39,0.648,11,-7.025,0,0.0346,0.564,0.0,0.157,0.209,151.548,293500,4
Lâm Hùng and Chau Gia Kiet,Cơn Mưa Chiều Nay,4Th8Q7oACL6hdIIo0qtNFD,spotify:track:4Th8Q7oACL6hdIIo0qtNFD,https://api.spotify.com/v1/tracks/4Th8Q7oACL6hdIIo0qtNFD,https://api.spotify.com/v1/audio-analysis/4Th8Q7oACL6hdIIo0qtNFD,10,0.531,0.733,5,-5.803,0,0.0504,0.22,2.31e-06,0.21,0.6579999999999999,141.878,239514,4
Hoàng Châu,Người Đàn Ông Tham Lam,02K6LG6dTUOlOerUE62xnb,spotify:track:02K6LG6dTUOlOerUE62xnb,https://api.spotify.com/v1/tracks/02K6LG6dTUOlOerUE62xnb,https://api.spotify.com/v1/audio-analysis/02K6LG6dTUOlOerUE62xnb,10,0.474,0.49,2,-5.686,0,0.0543,0.778,0.0,0.0866,0.162,140.1,271020,4
Lam Truong,Mãi cho tình lênh đênh,2WaHf1rXC1VlcEnGO3fgvK,spotify:track:2WaHf1rXC1VlcEnGO3fgvK,https://api.spotify.com/v1/tracks/2WaHf1rXC1VlcEnGO3fgvK,https://api.spotify.com/v1/audio-analysis/2WaHf1rXC1VlcEnGO3fgvK,10,0.649,0.622,2,-11.571,1,0.0691,0.308,2.41e-06,0.0595,0.28300000000000003,122.94200000000001,361493,4
Tú Quyên,Tình mãi bên anh,0wMxP1R5JS1hDxtq2TXxro,spotify:track:0wMxP1R5JS1hDxtq2TXxro,https://api.spotify.com/v1/tracks/0wMxP1R5JS1hDxtq2TXxro,https://api.spotify.com/v1/audio-analysis/0wMxP1R5JS1hDxtq2TXxro,10,0.6409999999999999,0.304,0,-12.481,0,0.0321,0.599,1.01e-05,0.11199999999999999,0.19899999999999998,129.963,217627,4
MONSTAR and AMEE,nếu mai chia tay (feat. AMEE),14u0J1OntCYCQK3VMxxul3,spotify:track:14u0J1OntCYCQK3VMxxul3,https://api.spotify.com/v1/tracks/14u0J1OntCYCQK3VMxxul3,https://api.spotify.com/v1/audio-analysis/14u0J1OntCYCQK3VMxxul3,10,0.8540000000000001,0.7809999999999999,11,-5.101,0,0.0701,0.24,2.55e-06,0.11900000000000001,0.8220000000000001,137.964,205435,4
Cẩm Ly and Vân Quang Long,Nợ Duyên,0DIVu7jVvJQqXZPcwgk3p7,spotify:track:0DIVu7jVvJQqXZPcwgk3p7,https://api.spotify.com/v1/tracks/0DIVu7jVvJQqXZPcwgk3p7,https://api.spotify.com/v1/audio-analysis/0DIVu7jVvJQqXZPcwgk3p7,10,0.789,0.795,10,-11.203,0,0.0611,0.314,0.0,0.0538,0.963,134.094,269244,4
Việt Quang,Tình phiêu lãng,7ECUOqT8jC4xLeJDfnF5dI,spotify:track:7ECUOqT8jC4xLeJDfnF5dI,https://api.spotify.com/v1/tracks/7ECUOqT8jC4xLeJDfnF5dI,https://api.spotify.com/v1/audio-analysis/7ECUOqT8jC4xLeJDfnF5dI,10,0.565,0.7,8,-7.109,1,0.0323,0.642,0.0,0.35200000000000004,0.5579999999999999,129.857,250863,4
Lâm Chấn Huy,Anh Không Muốn Làm Người Thứ 3,5MLYjbIM8Dyg7qdLXTQLdl,spotify:track:5MLYjbIM8Dyg7qdLXTQLdl,https://api.spotify.com/v1/tracks/5MLYjbIM8Dyg7qdLXTQLdl,https://api.spotify.com/v1/audio-analysis/5MLYjbIM8Dyg7qdLXTQLdl,10,0.45899999999999996,0.5660000000000001,4,-5.734,0,0.0282,0.306,0.00021600000000000002,0.28,0.23399999999999999,112.26700000000001,314787,4
Lam Truong,Nỗi nhớ dịu êm,2lae44sjy6lRTMTBPJWOE4,spotify:track:2lae44sjy6lRTMTBPJWOE4,https://api.spotify.com/v1/tracks/2lae44sjy6lRTMTBPJWOE4,https://api.spotify.com/v1/audio-analysis/2lae44sjy6lRTMTBPJWOE4,10,0.723,0.318,0,-11.993,0,0.0291,0.6890000000000001,7.72e-06,0.14,0.311,99.99799999999999,283307,4
Cẩm Ly,Áng Mây Buồn,69Fe4NbxEg0SNFo7JpoIeY,spotify:track:69Fe4NbxEg0SNFo7JpoIeY,https://api.spotify.com/v1/tracks/69Fe4NbxEg0SNFo7JpoIeY,https://api.spotify.com/v1/audio-analysis/69Fe4NbxEg0SNFo7JpoIeY,10,0.539,0.40299999999999997,8,-14.823,0,0.0312,0.0402,0.0,0.207,0.192,109.946,278309,4
Hạ Vy,Ánh trăng lẻ loi,1it4LD79E0RhMUGzWfvlaU,spotify:track:1it4LD79E0RhMUGzWfvlaU,https://api.spotify.com/v1/tracks/1it4LD79E0RhMUGzWfvlaU,https://api.spotify.com/v1/audio-analysis/1it4LD79E0RhMUGzWfvlaU,10,0.516,0.392,1,-11.555,1,0.0276,0.41100000000000003,0.000348,0.33799999999999997,0.221,78.047,222320,4
Hoang Ton,Only U,20aPo7bf0IrwfZvBXDHsnh,spotify:track:20aPo7bf0IrwfZvBXDHsnh,https://api.spotify.com/v1/tracks/20aPo7bf0IrwfZvBXDHsnh,https://api.spotify.com/v1/audio-analysis/20aPo7bf0IrwfZvBXDHsnh,9,0.6859999999999999,0.534,2,-5.712000000000001,1,0.0298,0.11900000000000001,0.0,0.304,0.17,120.12100000000001,206000,4
Jimmi Nguyen,Người phu xe,30U68qK6x5K6ztkPiqq7v7,spotify:track:30U68qK6x5K6ztkPiqq7v7,https://api.spotify.com/v1/tracks/30U68qK6x5K6ztkPiqq7v7,https://api.spotify.com/v1/audio-analysis/30U68qK6x5K6ztkPiqq7v7,9,0.534,0.45899999999999996,0,-7.63,1,0.0367,0.46799999999999997,0.0,0.196,0.361,180.102,268187,4
Nhu Loan and Nguyệt Anh,Những Ngày Mưa Gió/Nỗi Nhớ Dịu Êm,4qXIjgbWWBtP2iPDREitnc,spotify:track:4qXIjgbWWBtP2iPDREitnc,https://api.spotify.com/v1/tracks/4qXIjgbWWBtP2iPDREitnc,https://api.spotify.com/v1/audio-analysis/4qXIjgbWWBtP2iPDREitnc,9,0.5870000000000001,0.536,5,-7.306,0,0.0444,0.192,2.83e-06,0.0638,0.39799999999999996,119.992,361767,4
Phương Thanh,Tình Cờ,2Ihg5DTNHkR6JIsVReIVe7,spotify:track:2Ihg5DTNHkR6JIsVReIVe7,https://api.spotify.com/v1/tracks/2Ihg5DTNHkR6JIsVReIVe7,https://api.spotify.com/v1/audio-analysis/2Ihg5DTNHkR6JIsVReIVe7,9,0.62,0.5870000000000001,4,-7.643,0,0.0317,0.0632,4.46e-06,0.0946,0.41200000000000003,160.519,259840,4
Yan Nguyễn,Chỉ Bằng Cái Gật Đầu,39COu8gQAs8sf1NG4DIP1z,spotify:track:39COu8gQAs8sf1NG4DIP1z,https://api.spotify.com/v1/tracks/39COu8gQAs8sf1NG4DIP1z,https://api.spotify.com/v1/audio-analysis/39COu8gQAs8sf1NG4DIP1z,9,0.511,0.507,11,-6.801,0,0.0307,0.7959999999999999,1.34e-06,0.20800000000000002,0.392,185.90900000000002,246518,4
Lam Truong,Tôi Ngàn Năm Đợi,2fYsXjsvhpTjugKvWxqTrs,spotify:track:2fYsXjsvhpTjugKvWxqTrs,https://api.spotify.com/v1/tracks/2fYsXjsvhpTjugKvWxqTrs,https://api.spotify.com/v1/audio-analysis/2fYsXjsvhpTjugKvWxqTrs,9,0.5870000000000001,0.37,3,-8.252,0,0.0276,0.655,2.05e-06,0.0868,0.192,103.87799999999999,295811,4
Tam Ca Áo Trắng,Xa Rồi Tuổi Thơ,6yF1lj9raaC6JgYVptlsDb,spotify:track:6yF1lj9raaC6JgYVptlsDb,https://api.spotify.com/v1/tracks/6yF1lj9raaC6JgYVptlsDb,https://api.spotify.com/v1/audio-analysis/6yF1lj9raaC6JgYVptlsDb,9,0.601,0.573,7,-11.25,0,0.0259,0.521,0.0007379999999999999,0.131,0.11199999999999999,95.029,263367,4
Lâm Nhật Tiến,Nhớ người,21BPaxXlZFmpa2sB9wTPoO,spotify:track:21BPaxXlZFmpa2sB9wTPoO,https://api.spotify.com/v1/tracks/21BPaxXlZFmpa2sB9wTPoO,https://api.spotify.com/v1/audio-analysis/21BPaxXlZFmpa2sB9wTPoO,9,0.59,0.5529999999999999,2,-6.667999999999999,0,0.0273,0.192,6.51e-06,0.0831,0.365,80.039,231507,4
Tam Ca Áo Trắng,Gốc Phố Diu Dàng,1xgR3XeU0mHFmc7ggSopLm,spotify:track:1xgR3XeU0mHFmc7ggSopLm,https://api.spotify.com/v1/tracks/1xgR3XeU0mHFmc7ggSopLm,https://api.spotify.com/v1/audio-analysis/1xgR3XeU0mHFmc7ggSopLm,9,0.7959999999999999,0.536,5,-12.847000000000001,1,0.053,0.518,5.42e-06,0.276,0.8,89.985,183406,4
Duy Manh,Ta Mang Ơn Em,7fYO7yDyBwxYSJD70GqaQj,spotify:track:7fYO7yDyBwxYSJD70GqaQj,https://api.spotify.com/v1/tracks/7fYO7yDyBwxYSJD70GqaQj,https://api.spotify.com/v1/audio-analysis/7fYO7yDyBwxYSJD70GqaQj,9,0.5870000000000001,0.802,1,-6.526,0,0.0414,0.23,1.01e-06,0.0747,0.364,107.99600000000001,273398,4
Doan Trang,Tóc Hát,5Y6g7avXElHu3ZdSrGCP7M,spotify:track:5Y6g7avXElHu3ZdSrGCP7M,https://api.spotify.com/v1/tracks/5Y6g7avXElHu3ZdSrGCP7M,https://api.spotify.com/v1/audio-analysis/5Y6g7avXElHu3ZdSrGCP7M,9,0.84,0.6970000000000001,7,-7.64,0,0.0361,0.20600000000000002,4.46e-05,0.0912,0.473,112.01799999999999,230975,4
Duy Manh,Xin Được Hoài Mong,7oExQWMZ5mLfFyyV8RL99z,spotify:track:7oExQWMZ5mLfFyyV8RL99z,https://api.spotify.com/v1/tracks/7oExQWMZ5mLfFyyV8RL99z,https://api.spotify.com/v1/audio-analysis/7oExQWMZ5mLfFyyV8RL99z,9,0.657,0.638,8,-8.836,0,0.0384,0.32899999999999996,0.0,0.0447,0.44299999999999995,92.04799999999999,268904,4
Quang Linh,Chim Sáo Ngày Xưa,48gyORYGM8wpQPIQWusRwd,spotify:track:48gyORYGM8wpQPIQWusRwd,https://api.spotify.com/v1/tracks/48gyORYGM8wpQPIQWusRwd,https://api.spotify.com/v1/audio-analysis/48gyORYGM8wpQPIQWusRwd,9,0.722,0.565,2,-11.834000000000001,1,0.0358,0.0143,0.0,0.0381,0.698,130.463,354351,4
